,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Yars2,0.0139415721082291,-1.75311904025459,0.01,0.053,1
Tmem17,0.0139415721082291,-1.72722474379683,0.01,0.053,1
Zfp248,0.0139415721082291,-1.08970843667096,0.01,0.053,1
Adat3,0.0139415721082291,-0.790660694786492,0.01,0.053,1
Mmab,0.0139415721082291,-0.517721351442469,0.01,0.053,1
1700052K11Rik,0.0139902699994529,-0.537647723907039,0.049,0.132,1
Celf2,0.0140205171914238,2.54933643166506,0.25,0.145,1
Tars,0.0140964505106097,-0.413285957538472,0.049,0.132,1
Atg16l2,0.014137423184952,-1.64660717662549,0.01,0.053,1
Blm,0.014137423184952,-1.59381736659043,0.01,0.053,1
Gsap,0.014137423184952,-1.56799512212197,0.01,0.053,1
Znrd1as,0.014137423184952,-1.50459946407288,0.01,0.053,1
Zfp738,0.014137423184952,-1.092542210368,0.01,0.053,1
Ccdc134,0.014137423184952,-0.462426942276165,0.01,0.053,1
Slmo2,0.0141707792192112,0.285658753765403,0.178,0.355,1
Nod1,0.0141945436140999,3.17537606674774,0.168,0.066,1
Galk1,0.014300900032369,-0.328179721671061,0.089,0.197,1
Txnrd2,0.0143109471519147,-0.558733556543546,0.049,0.132,1
Dpf3,0.0143356981217671,-2.10295244656744,0.01,0.053,1
Apex2,0.0143356981217671,-1.32971111825967,0.01,0.053,1
Rfx1,0.0143356981217671,-1.25453773774693,0.01,0.053,1
Mocs1,0.0143356981217671,-1.24798671738393,0.01,0.053,1
Cbx2,0.0143356981217671,-1.1540613761587,0.01,0.053,1
Taf1c,0.0143356981217671,-0.855278554466581,0.01,0.053,1
Ddx31,0.0143356981217671,-0.801223179573987,0.01,0.053,1
Rap2a,0.0143409453390484,0.347568240246593,0.109,0.237,1
Aspn,0.0144101801903474,1.62493141687292,0.26,0.145,1
Ccdc86,0.0144192712192002,-0.310768054706447,0.049,0.132,1
Trpc3,0.0144355960918835,0.314684079901047,0.056,0.145,1
2210016L21Rik,0.0144682227291977,0.271276845075599,0.201,0.395,1
Gpat4,0.0145334087450128,0.271997800745733,0.102,0.224,1
Cdca7l,0.014536421872637,-1.01222917122195,0.01,0.053,1
Fut10,0.014536421872637,-0.954276286440601,0.01,0.053,1
Rpl3l,0.014536421872637,-0.894203588305895,0.01,0.053,1
9130604C24Rik,0.014536421872637,-0.607120434032523,0.01,0.053,1
Zfp850,0.014536421872637,0.55164753328964,0.01,0.053,1
Fam89a,0.014536421872637,-0.520025734414848,0.01,0.053,1
Gas1,0.014536421872637,-0.445336767679261,0.01,0.053,1
Nhs,0.0145529671459852,-0.644896147938171,0.043,0.118,1
Bola1,0.0145697729533836,0.275645522049465,0.164,0.329,1
Exosc3,0.0146452353953481,-0.36954250156775,0.089,0.197,1
Tbc1d4,0.0147475246485874,2.41300518224689,0.224,0.118,1
Ppm1l,0.0147481880563305,-0.229007483469539,0.056,0.145,1
Cd200,0.0147635608155932,1.3840727448278,0.477,0.447,1
Mrps27,0.0147872841905355,-0.723600671848989,0.043,0.118,1
Epor,0.0148598324750409,-0.218152782153137,0.049,0.132,1
Srgap2,0.0148701137521577,0.204894433874542,0.263,0.487,1
Zfp593,0.0149062538475364,-1.30625140221088,0.036,0.105,1
Wasl,0.0149150379996034,0.200598973189295,0.243,0.461,1
Pcyt2,0.0149473158746859,0.441924676363024,0.086,0.197,1
Slc1a1,0.0149606207424384,1.77917775423474,0.342,0.263,1
Kif26a,0.01497574353489,0.254108521929763,0.263,0.5,1
Fam53a,0.0149795787518979,-0.269200382552091,0.132,0.263,1
Prkaca,0.0150084630460887,0.323142673816151,0.125,0.263,1
Tmeff1,0.0150474976449716,2.23049225995708,0.171,0.066,1
